Poem/poet	wordCount	$Freq	'Freq	"""Freq"	(Freq	)Freq	",Freq"	#NAME?	?Freq	!Freq	.Freq	:Freq	;Freq	...Freq	CCFreq	CDFreq	DTFreq	EXFreq	FWFreq	INFreq	JJFreq	JJRFreq	JJSFreq	LSFreq	MDFreq	NNFreq	NNPFreq	NNPSFreq	properNounFreq	NNSFreq	PDTFreq	POSFreq	PRPFreq	PRP$Freq	RBFreq	RBRFreq	RBSFreq	RPFreq	SYMFreq	TOFreq	UHFreq	VBFreq	VBDFreq	VBGFreq	VBNFreq	VBPFreq	VBZFreq	WDTFreq	WPFreq	WP$Freq	WRBFreq	numLines	avgLineLength	1SGNFreq	2SGNFreq	3SGMFreq	3SGFFreq	3SGNFreq	1PLNFreq	2PLNFreq	3PLNFreq	contractionsFreq	avgWordLength	alliterationFreq	assonanceFreq	consonanceFreq	slantEndRhymeFreq	semiEndRhymeFreq	perfectEndRhymeFreq	identityEndRhymeFreq	adjFreq	nounFreq	verbFreq	conjFreq	topNounFreq	topAdjFreq	topVerbFreq	numStanzas	avgLinesPerStanza	comparativesFreq	soundDevicesFreq	partialEndRhymeFreq	fullEndRhymeFreq	endRhymeFreq
"MyFeet,byGelettBurgess/19th"	0.145	0	0	0	0	0	0.08	0	0	0.04	0	0	0.04	0	0.04	0	0.08	0	0	0	0	0	0	0	0	0.08	0.12	0	0.12	0.04	0	0	0.32	0.04	0.04	0	0	0.04	0	0.04	0	0.04	0	0	0	0.12	0	0	0	0	0	0.0666	0.3041	0.2	0	0	0	0	0	0	0.16	0	0.12	0	0.0833	0.3333	0	0	0	0	0	0.24	0.16	0.04	0.04	0	0.04	0.05	0.35	0	0.4166	0	0	0
"TheStranger,byAleksandrBlok/19th"	0.6191	0	0	0.0059	0.0029	0.0029	0.086	0	0.0029	0.0059	0.0534	0.0059	0	0	0.0623	0.0059	0.1305	0	0	0.1246	0.086	0.0059	0	0	0	0.2403	0.0178	0	0.0178	0.089	0	0.0118	0.0356	0.0415	0.0267	0	0	0	0	0.0089	0	0.0029	0.0029	0.0178	0.0267	0.0267	0.0385	0.0029	0	0	0.0029	0.5571	0.308	0.0385	0.0059	0.0059	0.0267	0	0	0	0	0	0.3097	0.0178	0.4345	0.5982	0.0733	0.0066	0.0533	0	0.0979	0.3471	0.0712	0.1869	0.0089	0.0059	0.0178	0.6799	0.4166	0.0059	1.0505	0.08	0.0533	0.1333
"Whileyetwewaitforspring,andfromthedry,byRobertSeymourBridges/19th"	0.3819	0	0	0	0	0	0.0636	0	0	0	0.0181	0	0.0181	0	0.109	0.0181	0.0909	0	0	0.109	0.0818	0	0	0	0.0181	0.1545	0	0	0	0.1181	0	0	0.009	0.0272	0.0454	0	0	0	0	0.0181	0	0.0636	0.009	0.0363	0.0363	0.0272	0.009	0	0	0	0.009	0.2444	0.3309	0	0	0	0	0	0.009	0	0.0272	0	0.3121	0.0275	0.3211	0.5504	0.1666	0	0.25	0	0.1	0.2727	0.109	0.2181	0.0181	0.009	0.0181	0.05	1	0	0.899	0.1666	0.25	0.4166
"TheCaptiveDove,byAnneBronte/19th"	0.4703	0	0	0	0	0	0.1638	0	0	0.0112	0.0338	0.0056	0.0169	0	0.0621	0.0112	0.0282	0.0112	0	0.1016	0.1299	0	0	0	0.0225	0.2768	0.0338	0	0.0338	0.0395	0	0	0.0169	0.0112	0.0451	0.0056	0	0	0	0.0338	0.0112	0.0677	0.0225	0.0225	0.0169	0.0225	0	0	0	0	0.0056	0.4187	0.3053	0.0169	0	0	0.0056	0.0056	0	0	0	0	0.2218	0.0227	0.284	0.625	0.0769	0.0512	0.1538	0	0.1412	0.3502	0.1129	0.1638	0.0395	0.0112	0.0112	0.4666	0.4333	0.0056	0.9318	0.1282	0.1538	0.282
"TheYoungthatDiedinBeauty,byWilliamBarnes/19th"	0.5567	0	0.0038	0	0	0	0.1026	0	0	0	0.0228	0	0.0076	0	0.0114	0	0.1102	0	0	0.0988	0.0608	0.0076	0	0	0.0152	0.3117	0.0228	0	0.0228	0.0684	0	0	0.0038	0.0304	0.0494	0	0	0	0	0.0152	0	0.0418	0.0342	0	0.0038	0.0266	0.0152	0.0114	0	0	0.0304	0.4937	0.3095	0	0	0.0038	0.0038	0	0	0	0.0266	0	0.2304	0.0305	0.2748	0.3396	0.035	0	0.0614	0.0087	0.0684	0.403	0.1178	0.1102	0.0228	0.0152	0.019	0.4333	0.75	0.0076	0.645	0.035	0.0701	0.1052
"TheHouseThatWas,byLaurenceBinyon/19th"	0.4098	0	0	0	0	0	0.1328	0	0	0.0156	0.0156	0	0.0156	0	0.0937	0	0.1015	0	0	0.1171	0.1093	0.0078	0	0	0	0.1796	0.0234	0	0.0234	0.1015	0	0.0156	0.0234	0.0078	0.0234	0	0	0	0	0	0	0.0234	0.0468	0.0468	0.039	0	0.0156	0	0.0078	0	0.0078	0.2666	0.3333	0	0	0.0234	0	0.0078	0	0	0	0	0.3135	0.0393	0.3464	0.5905	0.0714	0	0.1428	0	0.1171	0.3046	0.0859	0.2109	0.0078	0.0156	0.0156	0.05	1	0.0078	0.9763	0.0714	0.1428	0.2142
"AtVariance,byEllisParkerButler/19th"	0.2269	0	0	0	0	0	0.0476	0	0	0	0.0476	0	0	0	0.119	0	0.1428	0	0	0.0952	0.0476	0	0	0	0	0.1666	0.0476	0	0.0476	0.0476	0	0	0.119	0.0238	0.0238	0	0	0	0	0	0	0.0238	0	0	0	0.0476	0.0476	0	0	0	0.0476	0.1166	0.3166	0.119	0	0	0.0238	0	0	0	0	0	0.1238	0.0487	0.2439	0.5121	0.1666	0	0.3333	0	0.0476	0.2619	0.119	0.2142	0.0476	0.0238	0.0238	0.05	0.55	0	0.8048	0.1666	0.3333	0.5
"Punctuality,byLewisCarroll/19th"	0.4185	0	0	0.0592	0	0	0.0814	0	0	0	0.037	0.0074	0.0222	0	0.0444	0.0074	0.0888	0.0074	0	0.1259	0.0518	0.0074	0	0	0.0074	0.237	0.0148	0	0.0148	0.0074	0	0	0.0074	0.0074	0.0814	0	0	0	0	0.0518	0	0.1037	0.0074	0.0148	0.037	0.0148	0.037	0.0074	0	0	0.0074	0.3875	0.26	0	0.0074	0	0	0.0074	0	0	0	0.0074	0.2153	0.0671	0.2985	0.5074	0.1884	0.0579	0.1739	0	0.0666	0.2592	0.1629	0.1703	0.0222	0.0222	0.0592	0.5333	0.3285	0.0074	0.8731	0.2463	0.1739	0.4202
"Inthenight,byStephenCrane/19th"	0.4506	0	0	0.0372	0	0	0.1118	0	0	0	0.0621	0	0.0062	0	0.0248	0	0.1304	0	0	0.1055	0.1242	0	0	0	0.0124	0.1677	0.1118	0	0.1118	0.118	0	0	0.0496	0	0.031	0	0	0	0	0.0248	0	0.0248	0.0434	0	0.0124	0.0186	0	0	0	0	0	0.3875	0.3073	0	0	0	0	0	0.0496	0	0	0	0.2153	0.0312	0.4187	0.425	0	0.0289	0	0.0144	0.1242	0.3975	0.0869	0.1304	0.0372	0.0248	0.0124	0.35	0.6124	0	0.875	0.0289	0.0144	0.0434
"Independence,byAleisterCrowley/19th"	0.4938	0	0	0	0	0	0.0867	0	0.0816	0.0204	0.0102	0.0051	0	0	0.0357	0.0102	0.0969	0.0051	0	0.0867	0.0459	0	0	0	0	0.1275	0.0306	0	0.0306	0.1173	0	0	0.0816	0.0561	0.0204	0	0	0	0	0.051	0	0.0306	0.0051	0	0.0051	0.0918	0.0765	0.0051	0.0204	0	0	0.3375	0.4083	0.0612	0.0051	0	0	0.0459	0.0255	0	0	0	0.1136	0.0256	0.4205	0.6205	0	0	0.1754	0	0.0561	0.2755	0.204	0.1224	0.0459	0.0102	0.0612	0.25	0.6499	0	1.0666	0	0.1754	0.1754
"ToMemory,byMaryElizabethColeridge/19th"	0.3327	0	0	0	0	0	0.075	0	0	0.0125	0.0375	0	0.0125	0	0.025	0.0125	0.0625	0	0	0.1125	0.0375	0	0.0125	0	0.0375	0.2	0.0375	0	0.0375	0.025	0	0	0.0875	0.0375	0.1125	0	0	0	0	0.0125	0.0125	0.075	0.0125	0.0125	0.025	0.0375	0	0	0.0125	0	0.0125	0.2222	0.3111	0.125	0	0	0	0	0	0	0	0.0125	0.1241	0.0379	0.2911	0.443	0	0	0.1666	0	0.0625	0.2625	0.125	0.1375	0.025	0.0125	0.025	0.15	0.55	0.0125	0.7721	0	0.1666	0.1666
"TheVisible,TheUntrue,byHartCrane/19th"	0.4037	0	0	0	0	0	0.065	0	0.0325	0	0.0731	0	0	0.0162	0.0406	0.0081	0.13	0	0	0.1056	0.1056	0	0	0	0.0081	0.2195	0.0081	0	0.0081	0.065	0	0	0.065	0.0406	0.0325	0	0	0	0	0.0243	0.0162	0.0325	0	0.0162	0	0.0325	0.0162	0.0162	0.0243	0	0	0.3625	0.2586	0.0487	0.0243	0	0	0.0243	0	0	0.0081	0.0081	0.3056	0.0245	0.4508	0.5	0.0317	0	0.0158	0	0.1138	0.2926	0.0813	0.1463	0.0162	0.0162	0.0162	0.35	0.5375	0	0.9754	0.0317	0.0158	0.0476
"WithWhomisnoVariableness,NeitherShadowofTurning,byArthurHughClough/19th"	0.2192	0	0	0	0	0	0.175	0	0	0	0.05	0.025	0	0	0.025	0	0.025	0	0	0.125	0	0.025	0	0	0	0.15	0.1	0	0.1	0.025	0	0	0.175	0.025	0.05	0	0	0	0	0.025	0	0.1	0	0	0	0.1	0.025	0	0	0	0.025	0.1166	0.3111	0.175	0	0	0	0.025	0	0	0	0	0.1233	0.0512	0.1282	0.5128	0.0833	0	0.1666	0	0.025	0.275	0.225	0.15	0.05	0.025	0.025	0.05	0.55	0.025	0.6923	0.0833	0.1666	0.25
"WhoGoesHome?,byG.K.Chesterton/19th"	0.3606	0	0.0206	0	0	0	0.0206	0	0.0618	0.0103	0.0309	0	0.0103	0	0.0824	0	0.0927	0.0206	0	0.1546	0.0103	0	0	0	0.0103	0.2783	0.0412	0	0.0412	0.0309	0	0	0.0103	0.0103	0.0206	0	0	0	0	0	0	0.0103	0	0	0.0103	0.0309	0.1134	0.0103	0.0618	0	0.0103	0.2222	0.352	0	0	0	0	0	0	0	0.0206	0.0103	0.1285	0.0312	0.2812	0.6041	0	0	0.3333	0.2	0.0103	0.3505	0.1546	0.2371	0.0618	0.0103	0.0618	0.15	0.55	0	0.9166	0	0.5333	0.5333
"SinceNineO'Clock,byConstantineP.Cavafy/19th"	0.4246	0	0	0	0	0	0.0642	0	0.0071	0	0.0714	0.0071	0	0	0.0214	0.0357	0.0714	0	0	0.1	0.0928	0	0	0	0.0071	0.1357	0.0071	0	0.0071	0.0785	0	0	0.0642	0.0214	0.1142	0	0	0.0071	0	0.0285	0	0.0142	0.05	0.0142	0.0428	0.0285	0.0285	0.0071	0.0142	0	0.0285	0.3375	0.3111	0.0714	0	0	0	0.0071	0.0071	0	0	0.0142	0.2252	0.0359	0.41	0.5755	0	0	0	0.035	0.1285	0.2214	0.1214	0.1214	0.0214	0.0285	0.0214	0.35	0.5125	0	1.0215	0	0.035	0.035
"TheHeartofNight,byBlissCarman/19th"	0.3754	0	0	0	0	0	0.0754	0	0	0.0283	0.0283	0	0	0	0.0471	0	0.1226	0	0	0.1603	0.1132	0	0	0	0.0188	0.2264	0.0283	0	0.0283	0.0283	0.0094	0	0.0188	0.0188	0.0094	0	0	0	0	0.0094	0	0.0471	0	0	0.0188	0.0283	0.0377	0.0188	0	0	0.0188	0.325	0.2575	0	0	0.0188	0	0	0.0094	0	0.0094	0	0.2037	0.019	0.2857	0.5809	0.1296	0	0.1666	0	0.1132	0.283	0.1132	0.2075	0.0188	0.0188	0.0283	0.25	0.6333	0	0.8857	0.1296	0.1666	0.2962
"IdiedforBeauty--butwasscarce,byEmilyDickinson/19th"	0.3147	0	0	0.0869	0	0	0.0869	0	0.0144	0	0	0	0	0	0.0579	0.0289	0.0724	0	0	0.1304	0.0289	0	0	0	0	0.0724	0.1014	0	0.1014	0.0434	0	0	0.1159	0.0289	0.0289	0	0	0.0144	0	0	0	0	0.1594	0	0.0434	0.0289	0	0	0.0144	0	0.0289	0.2222	0.2687	0.0579	0	0.0289	0	0	0.0579	0	0	0	0.1314	0.0588	0.2647	0.5	0.0333	0	0	0	0.0579	0.2173	0.1884	0.1884	0.0289	0.0144	0.0289	0.25	0.35	0	0.8235	0.0333	0	0.0333
"Douglass,byPaulLaurenceDunbar/19th"	0.3868	0	0	0	0	0	0.1769	0	0	0	0.0265	0	0.0088	0	0.0353	0	0.115	0	0	0.1238	0.1061	0	0	0	0	0.2389	0.0176	0	0.0176	0.0442	0.0088	0	0.0265	0	0.0707	0	0	0	0	0.0265	0.0176	0.0442	0.0353	0.0265	0	0.0176	0	0.0088	0	0	0.0176	0.2444	0.3517	0	0	0	0	0	0.0265	0	0	0.0088	0.2206	0.0267	0.4107	0.5089	0	0	0.25	0	0.1061	0.3008	0.0973	0.1592	0.0265	0.0176	0.0088	0.15	0.6499	0	0.9464	0	0.25	0.25
"PearTree,byHildaDoolittle/19th"	0.3065	0	0	0	0	0	0.1093	0	0	0	0.0312	0	0.0312	0	0.0156	0	0.0781	0	0	0.1093	0.125	0.0312	0	0	0	0.2187	0.0312	0	0.0312	0.0781	0	0	0.0468	0.0625	0.0468	0	0	0	0	0	0	0.0312	0.0312	0	0.0312	0.0468	0	0	0	0	0	0.2666	0.175	0.0312	0.0468	0	0	0	0.0156	0	0.0156	0	0.2281	0.0317	0.1746	0.4444	0.0238	0	0	0.0476	0.1562	0.3281	0.1093	0.125	0.0625	0.0312	0.0312	0.25	0.5166	0.0312	0.6507	0.0238	0.0476	0.0714
"Departure,byHenryVanDyke/19th"	0.4222	0	0.0072	0	0	0	0.0942	0	0.0289	0.0072	0.0144	0	0	0	0.0507	0	0.0724	0	0	0.1086	0.0652	0	0	0	0.0144	0.1014	0.0072	0	0.0072	0.0362	0	0	0.1159	0.0652	0.0724	0	0	0.0072	0.0072	0.0072	0.0072	0.0579	0.0289	0.0217	0.0072	0.0797	0.0362	0	0	0	0.0289	0.2666	0.3656	0.0652	0.0942	0	0	0	0.0144	0	0.0072	0	0.0776	0.0291	0.2408	0.3357	0.0476	0.0238	0.1666	0	0.0652	0.1449	0.2028	0.1594	0.0144	0.0072	0.0362	0.15	0.75	0	0.6058	0.0714	0.1666	0.238
"Money,byWilliamHenryDavies/19th"	0.432	0	0	0	0	0	0.0753	0	0	0.0205	0.0342	0	0.0273	0	0.0273	0	0.0821	0	0	0.089	0.0958	0	0	0	0.0205	0.1369	0.0205	0	0.0205	0.0684	0	0	0.0753	0.0342	0.0821	0	0	0.0068	0	0.0068	0	0.0616	0.0616	0.0068	0.0136	0.0547	0.0136	0.0068	0	0	0.0342	0.325	0.3216	0.089	0	0.0068	0	0	0	0	0.0136	0	0.1068	0.0413	0.1172	0.5103	0.074	0	0.074	0.0185	0.0958	0.226	0.1917	0.1164	0.0342	0.0273	0.0136	0.05	1	0	0.6689	0.074	0.0925	0.1666
"SongofaTrain,byJohnDavidson/19th"	0.4728	0	0	0	0	0	0.0893	0	0.0055	0.0223	0.0391	0.0055	0.0391	0	0.0782	0	0.1229	0	0	0.1229	0.0726	0	0	0	0.0055	0.2178	0.0279	0	0.0279	0.0949	0	0	0.0167	0.0111	0.0223	0	0	0	0	0.0223	0.0055	0.0446	0.0111	0.0111	0.0279	0.0167	0.0558	0.0055	0.0055	0	0	0.5476	0.1645	0	0	0	0	0.0279	0	0	0	0.0111	0.2216	0.0337	0.3089	0.8426	0.0694	0	0.125	0	0.0726	0.3407	0.1284	0.2011	0.0111	0.0111	0.0279	0.5333	0.7071	0	1.1853	0.0694	0.125	0.1944
"SkySong,byRobertDesnos/19th"	0.377	0	0	0.1869	0	0	0.0186	0	0	0	0.0093	0.0934	0	0	0	0	0.1495	0	0	0.0841	0.0467	0.0186	0	0	0	0.1775	0.0186	0	0.0186	0.0093	0	0	0.1775	0.0467	0.0373	0.0186	0	0	0	0	0	0	0.0934	0.0373	0	0.056	0.056	0	0	0	0.0093	0.1833	0.4616	0.1028	0.0654	0	0.056	0	0	0	0	0.0467	0.218	0.0188	0.3962	0.3396	0.125	0	0	0	0.0654	0.2056	0.2056	0.0841	0.028	0.028	0.0841	0.05	0.95	0.0373	0.7547	0.125	0	0.125
